WaferID,Batch,BatchIdx,Shift,F1_Tool,F1_Thickness_um,F1_TTV_um,F1_Warp_um,SCRAP_F1,F2_Tool,F2_RCA1_Temp_C,F2_RCA1_Time_s,F2_RCA2_Temp_C,F2_HFDip_Time_s,F2_Particles,F2_MetalContam_ppb,SCRAP_F2,F3_Tool,F3_OxTemp_C,F3_OxTime_min,F3_O2Flow_slm,F3_Thickness_nm,F3_ThicknessDev_nm,F3_Uniformity_pct,F3_KLA_Defects,SCRAP_F3,F4_Tool,F4_CVD_Temp_C,F4_Pressure_mTorr,F4_SiH4_sccm,F4_NH3_sccm,F4_SiN_Thickness_nm,F4_RefractiveIndex,SCRAP_F4,F5_Tool,F5_UVDose_mJ,F5_FocusOffset_nm,F5_BakeTemp_C,F5_DevTime_s,F5_CD_nm,F5_Overlay_nm,F5_KLA_Defects,SCRAP_F5,F6_Tool,F6_EtchTime_s,F6_EtchTemp_C,F6_RFPower_W,F6_CF4_sccm,F6_Pressure_mTorr,F6_Selectivity,F6_Uniformity_pct,F6_ProfileAngle_deg,F6_KLA_Defects,SCRAP_F6,F7_Tool,F7_O2Power_W,F7_StripTemp_C,F7_Time_s,F7_ResidualResist_pct,SCRAP_F7,F8_Tool,F8_Dose_ions_cm2,F8_Energy_keV,F8_Tilt_deg,F8_BeamCurrent_mA,F8_SheetRes_ohmSq,SCRAP_F8,F9_Tool,F9_PeakTemp_C,F9_RampRate_Cs,F9_SoakTime_s,F9_Activation_pct,SCRAP_F9,F10_Tool,F10_Pressure_psi,F10_Platen_rpm,F10_SlurryFlow_mlmin,F10_Time_s,F10_MRR_nmmin,F10_Dishing_nm,F10_Uniformity_pct,F10_KLA_Defects,SCRAP_F10,F11_Tool,F11_DCPower_kW,F11_Ar_sccm,F11_Pressure_mTorr,F11_CuThickness_nm,F11_Resistivity_uOhmcm,F11_StepCoverage_pct,SCRAP_F11,F12_Tool,F12_CurrentDensity_mAcm2,F12_BathTemp_C,F12_Additive_ppm,F12_PlatingTime_s,F12_VoidCount,F12_Overburden_nm,SCRAP_F12,F13_Tool,F13_TargetPower_kW,F13_N2_sccm,F13_Pressure_mTorr,F13_TaNThickness_nm,F13_StepCoverage_pct,F13_BarrierIntegrity,SCRAP_F13,Chem_HF_Reactivity,Chem_SC1_Efficiency,Chem_Cu_Potential_V,Chem_SiN_PlasmaReactivity,Chem_SelectivityIndex,TotalScraps,SCRAP_FINAL
140,BATCH_006,6,Night,LOADPOINT_LP3,725.5,2.46,2.4,0,AKRION_GAMMA,79.2,582.0,79.3,23.2,12,0.661,0,TEL_INDY_PLUS,1004.4,49.3,4.44,91.92,8.08,2.41,7,1,LAM_VECTOR,777.4,250.9,96.89,487.3,83.66,2.003,0,NIKON_NSR_S620,29.52,-81.2,108.6,55.3,87.63,9.0,6,0,TEL_TELIUS,46.3,61.6,819.4,86.13,102.9,9.88,1.9,91.21,6,0,IRIDIA_RF,1557.5,232.1,172.0,0,0,AMAT_QUANTUMX,996366866016433.0,41.24,7.1,14.87,80.33,0,MATTSON_HELIOS,1050.7,75.0,9.0,84.95,0,NOVELLUS_MOMENTUM,4.3,61.7,182.4,83.8,141.25,3.99,2.06,4,0,ULVAC_ENTRON,11.7,51.0,2.98,140.65,1.884,88.22,0,NOVELLUS_SABRE,18.66,24.0,7.69,116.1,1,320.8,0,AMAT_ENDURA_PVD,8.19,28.4,2.18,11.26,88.0,Good,0,42.7269,92.56,0.3391,1.039,10.114,1,0
141,BATCH_006,6,Morning,LOADPOINT_LP3,726.8,1.46,5.8,0,AKRION_GAMMA,79.3,587.0,77.5,29.8,14,0.586,0,TEL_INDY_PLUS,1003.6,62.8,4.98,102.2,2.2,3.3,7,0,LAM_VECTOR,739.6,266.0,100.32,526.7,77.87,2.006,0,NIKON_NSR_S620,28.57,-39.0,109.6,55.2,87.56,7.5,5,0,TEL_TELIUS,43.7,65.2,815.6,87.44,105.3,9.71,2.7,89.04,2,0,IRIDIA_RF,1582.4,219.6,160.0,0,0,AMAT_QUANTUMX,1013350035721847.0,39.71,6.87,15.2,,0,MATTSON_HELIOS,1044.6,83.81,11.3,81.64,0,NOVELLUS_MOMENTUM,4.68,57.9,222.8,73.9,133.37,13.08,2.3,5,0,ULVAC_ENTRON,12.08,49.2,2.65,157.41,1.73,82.93,0,NOVELLUS_SABRE,20.45,24.4,8.63,128.7,0,329.7,0,AMAT_ENDURA_PVD,7.66,28.8,2.16,8.83,85.51,Good,0,47.5543,91.31,0.3403,1.046,9.947,0,0
142,BATCH_006,6,Night,LOADPOINT_LP3,726.2,1.56,0.3,0,AKRION_GAMMA,80.4,615.0,77.5,29.4,12,0.434,0,TEL_INDY_PLUS,1003.2,60.8,5.06,102.54,2.54,3.08,5,0,LAM_VECTOR,756.8,240.1,104.24,491.5,79.08,2.006,0,NIKON_NSR_S620,30.25,47.3,108.8,63.2,89.18,13.7,6,0,TEL_TELIUS,46.1,58.9,825.7,75.42,98.0,10.0,2.99,89.85,5,0,IRIDIA_RF,1592.6,238.4,180.0,0,0,AMAT_QUANTUMX,1050472876783186.0,38.37,6.46,14.61,79.18,0,MATTSON_HELIOS,1021.5,70.2,11.3,71.58,1,NOVELLUS_MOMENTUM,4.5,61.9,217.8,96.7,140.13,2.52,1.66,4,0,ULVAC_ENTRON,11.81,50.3,3.08,140.71,1.831,80.51,0,NOVELLUS_SABRE,21.08,26.8,8.06,126.4,0,308.6,0,AMAT_ENDURA_PVD,7.91,33.7,2.03,9.33,89.31,Good,0,39.3707,88.24,0.3407,1.022,10.082,1,1
143,BATCH_006,6,Night,LOADPOINT_LP3,726.5,0.91,3.5,0,AKRION_GAMMA,79.9,617.0,78.5,32.9,14,0.553,0,TEL_INDY_PLUS,995.0,58.1,5.32,100.47,0.47,2.51,5,0,LAM_VECTOR,715.6,252.3,112.04,520.1,78.51,1.99,0,NIKON_NSR_S620,28.89,6.5,110.5,57.6,88.88,8.7,8,0,TEL_TELIUS,46.9,56.4,799.2,73.76,84.9,10.18,3.13,89.43,6,0,IRIDIA_RF,1506.1,246.8,181.0,0.402,0,AMAT_QUANTUMX,994947715865464.0,41.2,7.41,14.95,78.45,0,MATTSON_HELIOS,1054.7,69.45,8.5,86.99,0,NOVELLUS_MOMENTUM,4.63,62.5,227.0,85.9,152.92,2.38,1.52,4,0,ULVAC_ENTRON,12.28,46.5,3.3,151.64,1.655,80.49,0,NOVELLUS_SABRE,20.96,25.3,7.94,125.7,0,301.7,0,AMAT_ENDURA_PVD,7.6,29.3,2.05,10.2,89.85,Good,0,36.4551,89.39,0.3406,0.92,10.294,0,0
144,BATCH_006,6,Night,LOADPOINT_LP3,722.2,0.73,6.6,0,AKRION_GAMMA,76.7,602.0,76.8,28.3,14,0.453,0,TEL_INDY_PLUS,1002.3,50.0,4.77,89.85,10.15,1.58,6,1,LAM_VECTOR,753.5,245.1,114.89,498.1,80.31,2.052,0,NIKON_NSR_S620,30.68,37.0,111.2,55.1,91.01,5.3,7,0,TEL_TELIUS,44.0,58.8,799.0,89.35,90.8,10.06,3.52,90.67,6,0,IRIDIA_RF,1685.9,243.7,164.0,0,0,AMAT_QUANTUMX,973889130646733.0,40.15,7.51,15.12,81.96,0,MATTSON_HELIOS,1037.5,82.71,11.5,75.06,1,NOVELLUS_MOMENTUM,5.03,53.4,217.9,99.7,129.27,9.22,2.58,7,0,ULVAC_ENTRON,13.18,53.3,3.31,141.05,1.801,83.57,0,NOVELLUS_SABRE,19.98,25.5,7.5,127.5,0,290.1,0,AMAT_ENDURA_PVD,7.95,29.8,2.21,10.31,93.64,Good,0,39.2506,91.31,0.34,0.952,9.958,2,1
145,BATCH_006,6,Night,LOADPOINT_LP3,723.0,1.2,3.3,0,AKRION_GAMMA,79.1,583.0,78.6,32.9,13,0.292,0,TEL_INDY_PLUS,1003.5,62.5,5.1,102.5,2.5,2.34,7,0,LAM_VECTOR,750.6,261.5,100.09,498.8,77.25,2.019,0,NIKON_NSR_S620,27.11,66.0,110.3,57.6,86.04,17.9,7,0,TEL_TELIUS,44.4,61.5,854.8,76.63,120.0,9.82,1.81,88.9,1,0,IRIDIA_RF,1348.9,251.8,179.0,0,0,AMAT_QUANTUMX,961858703711927.0,41.63,6.9,14.71,80.92,0,MATTSON_HELIOS,1047.9,72.7,11.7,81.63,0,NOVELLUS_MOMENTUM,4.43,60.5,199.9,100.0,121.6,9.2,1.87,4,0,ULVAC_ENTRON,11.96,48.0,3.14,146.92,1.772,88.53,0,NOVELLUS_SABRE,20.27,25.4,8.39,119.0,0,274.3,0,AMAT_ENDURA_PVD,8.41,30.5,2.05,9.88,89.05,Good,0,42.5986,92.29,0.3402,1.17,10.209,0,0
146,BATCH_006,6,Night,LOADPOINT_LP3,726.1,0.58,2.6,0,AKRION_GAMMA,79.5,569.0,75.4,31.3,15,0.593,0,TEL_INDY_PLUS,1008.3,62.8,4.72,103.85,3.85,2.05,6,0,LAM_VECTOR,752.4,220.2,92.75,526.6,84.98,1.999,0,NIKON_NSR_S620,34.67,40.7,110.6,58.8,90.08,7.5,6,0,TEL_TELIUS,47.0,59.1,793.6,80.51,99.9,10.06,2.52,86.97,8,0,IRIDIA_RF,1411.2,259.0,185.0,0,0,AMAT_QUANTUMX,965440323204470.0,41.56,7.09,16.47,83.5,0,MATTSON_HELIOS,1050.2,73.55,10.4,87.65,0,NOVELLUS_MOMENTUM,4.35,59.5,185.2,92.7,128.73,4.27,2.21,1,0,ULVAC_ENTRON,13.54,53.1,2.43,150.61,1.911,83.73,0,NOVELLUS_SABRE,19.24,24.8,7.32,121.0,0,295.5,0,AMAT_ENDURA_PVD,8.25,29.2,2.09,9.76,93.87,Good,0,39.6118,90.25,0.3395,0.992,10.052,0,0
147,BATCH_006,6,Night,LOADPOINT_LP3,719.5,0.82,4.3,0,AKRION_GAMMA,80.2,567.0,78.5,33.6,10,0.462,0,TEL_INDY_PLUS,989.6,62.9,5.41,99.98,0.02,2.14,7,0,LAM_VECTOR,752.4,240.8,90.89,514.3,81.72,2.008,0,NIKON_NSR_S620,32.38,54.1,111.3,57.4,91.47,16.8,3,0,TEL_TELIUS,42.0,63.7,791.3,73.6,103.7,9.83,2.01,91.45,2,0,IRIDIA_RF,1523.9,260.4,182.0,0.228,0,AMAT_QUANTUMX,994383140398025.0,39.25,6.87,16.72,80.98,0,MATTSON_HELIOS,1041.3,69.83,10.1,77.83,1,NOVELLUS_MOMENTUM,4.48,56.8,190.8,82.8,143.24,5.21,1.78,4,0,ULVAC_ENTRON,12.3,47.1,2.99,143.26,1.737,84.91,0,NOVELLUS_SABRE,21.35,24.9,7.27,117.6,0,335.7,0,AMAT_ENDURA_PVD,8.6,29.7,2.07,9.56,89.86,Good,0,45.4926,90.16,0.3408,1.007,9.685,1,0
148,BATCH_006,6,Night,LOADPOINT_LP3,724.5,1.15,3.1,0,AKRION_GAMMA,78.2,622.0,80.2,29.4,10,0.759,0,TEL_INDY_PLUS,1005.2,62.3,4.43,105.57,5.57,3.03,8,0,LAM_VECTOR,749.8,262.3,105.33,487.1,82.27,2.014,0,NIKON_NSR_S620,32.05,49.5,113.8,56.4,89.55,6.2,10,0,TEL_TELIUS,43.9,62.6,786.7,76.63,80.8,9.9,3.55,89.39,5,0,IRIDIA_RF,1486.2,252.6,218.0,0.348,0,AMAT_QUANTUMX,994717690550000.0,37.79,7.2,15.48,76.78,0,MATTSON_HELIOS,1057.4,78.17,8.7,86.68,0,NOVELLUS_MOMENTUM,5.05,59.8,190.2,84.5,145.6,6.51,2.67,5,0,ULVAC_ENTRON,11.75,46.9,3.18,147.26,1.74,84.05,0,NOVELLUS_SABRE,21.21,26.6,7.6,114.7,2,309.5,0,AMAT_ENDURA_PVD,7.84,26.6,2.06,9.5,90.26,Good,0,44.0266,94.96,0.3408,0.884,9.945,0,0
149,BATCH_006,6,Morning,LOADPOINT_LP3,721.0,1.08,0.7,0,AKRION_GAMMA,77.7,566.0,76.9,26.4,11,0.078,0,TEL_INDY_PLUS,998.8,49.7,4.93,91.52,8.48,2.62,6,1,LAM_VECTOR,759.8,233.9,99.38,488.2,80.01,2.009,0,NIKON_NSR_S620,31.14,-28.1,108.8,61.0,92.12,9.2,4,0,TEL_TELIUS,42.9,61.5,754.5,93.55,106.6,10.02,2.3,89.43,3,0,IRIDIA_RF,1562.9,267.9,158.0,0.206,0,AMAT_QUANTUMX,970381753427400.0,41.11,7.01,14.45,83.96,0,MATTSON_HELIOS,1042.6,75.05,9.1,82.69,0,NOVELLUS_MOMENTUM,4.28,64.9,207.4,88.7,140.17,8.43,2.19,5,0,ULVAC_ENTRON,11.19,52.3,2.81,152.83,1.873,88.41,0,NOVELLUS_SABRE,21.83,25.0,7.19,116.9,0,273.7,0,AMAT_ENDURA_PVD,7.66,29.2,2.24,8.4,89.83,Good,0,42.5986,94.41,0.3411,0.974,9.808,1,0
150,BATCH_006,6,Morning,LOADPOINT_LP3,729.7,2.07,6.8,0,AKRION_GAMMA,75.6,576.0,77.7,28.3,13,0.551,0,TEL_INDY_PLUS,1003.0,58.4,5.06,98.12,1.88,3.73,5,0,LAM_VECTOR,750.0,255.8,97.22,512.9,79.33,2.035,0,NIKON_NSR_S620,29.8,-60.0,111.0,58.9,88.21,5.2,2,0,TEL_TELIUS,46.4,63.2,809.3,81.58,76.4,9.82,3.35,89.41,3,0,IRIDIA_RF,1503.5,241.7,185.0,0.377,0,AMAT_QUANTUMX,996232769923671.0,39.28,7.31,14.66,79.6,0,MATTSON_HELIOS,1057.8,83.84,7.4,90.68,0,NOVELLUS_MOMENTUM,4.32,61.1,204.9,90.0,134.54,1.85,2.37,4,0,ULVAC_ENTRON,11.6,51.4,3.07,148.94,1.851,84.46,0,NOVELLUS_SABRE,17.61,26.0,8.86,111.8,0,346.0,0,AMAT_ENDURA_PVD,8.33,33.9,2.17,9.09,89.38,Good,0,44.8214,87.74,0.3384,0.884,9.996,0,0
151,BATCH_007,7,Night,DISCO_DSC1,731.2,2.96,2.3,0,AKRION_GAMMA,79.9,624.0,76.1,28.6,15,0.665,0,AVIZA_ATMOS,1010.6,51.7,5.36,97.23,2.77,2.17,7,0,AMAT_PRODUCER,775.2,253.4,100.86,489.0,81.96,2.008,0,NIKON_NSR_S620,29.84,-79.3,110.8,63.5,88.46,7.7,7,0,LAM_9400_TCP,43.4,59.4,816.1,77.1,102.2,10.0,3.85,90.34,1,0,MATTSON_ASPEN2,1428.2,244.7,193.0,0.396,0,AMAT_QUANTUMX,971190325789626.0,40.26,7.06,15.7,79.19,0,MATTSON_HELIOS,1057.5,71.73,11.0,86.81,0,EBARA_FREX,4.6,59.2,215.0,89.1,146.14,0.99,2.28,3,0,NOVELLUS_INOVA,11.72,50.2,3.28,149.02,1.9,81.06,0,NOVELLUS_SABRE,21.96,24.0,8.0,124.0,0,269.2,0,TEL_TELINDY,8.09,30.0,1.72,10.54,85.92,Good,0,39.9757,88.89,0.3412,1.031,10.154,0,0
152,BATCH_007,7,Night,DISCO_DSC1,729.2,0.82,2.1,0,AKRION_GAMMA,82.0,559.0,78.6,32.2,13,0.874,0,AVIZA_ATMOS,1007.6,59.0,4.41,99.25,0.75,2.67,6,0,AMAT_PRODUCER,773.2,272.6,102.19,484.7,80.56,2.0,0,NIKON_NSR_S620,30.04,14.5,114.3,53.0,90.2,2.9,6,0,LAM_9400_TCP,48.1,61.9,811.1,80.32,120.9,9.88,3.0,87.63,2,0,MATTSON_ASPEN2,1374.9,279.3,188.0,0,0,AMAT_QUANTUMX,964206619216833.0,42.15,6.82,16.68,81.37,0,MATTSON_HELIOS,1049.4,78.46,7.2,87.41,0,EBARA_FREX,4.81,63.0,195.4,96.0,154.77,5.36,2.73,4,0,NOVELLUS_INOVA,12.05,47.0,2.51,144.66,1.754,86.37,0,NOVELLUS_SABRE,19.75,23.7,7.87,123.7,0,291.9,0,TEL_TELINDY,8.54,28.8,1.9,7.94,91.89,Defect,1,43.1135,77.5,0.3398,1.115,9.86,1,0
153,BATCH_007,7,Morning,DISCO_DSC1,724.2,0.66,3.6,0,AKRION_GAMMA,76.2,613.0,77.8,28.7,8,-0.057,0,AVIZA_ATMOS,1000.7,53.9,5.35,95.84,4.16,2.4,5,0,AMAT_PRODUCER,750.2,263.0,98.77,521.7,74.1,2.013,0,NIKON_NSR_S620,25.98,36.0,111.4,56.0,87.73,4.8,4,0,LAM_9400_TCP,43.1,54.9,782.3,77.41,97.1,10.29,2.46,89.63,4,0,MATTSON_ASPEN2,1441.8,258.8,194.0,0.327,0,AMAT_QUANTUMX,1050400581751482.0,37.71,6.81,14.62,81.39,0,MATTSON_HELIOS,1069.6,70.43,8.7,93.54,0,EBARA_FREX,4.81,61.8,214.1,91.9,154.64,9.38,1.56,3,0,NOVELLUS_INOVA,12.14,50.4,2.91,150.47,1.912,82.37,0,NOVELLUS_SABRE,23.21,24.3,7.88,115.3,1,299.4,0,TEL_TELINDY,9.15,29.3,2.32,11.06,91.33,Good,0,34.7908,92.76,0.3419,0.964,10.524,0,0
154,BATCH_007,7,Afternoon,DISCO_DSC1,725.7,0.33,4.9,0,AKRION_GAMMA,81.9,565.0,79.3,31.4,11,0.772,0,AVIZA_ATMOS,990.0,60.6,5.23,99.73,0.27,2.45,8,0,AMAT_PRODUCER,765.1,226.8,105.92,494.3,78.6,2.006,0,NIKON_NSR_S620,28.46,-7.9,112.0,62.7,89.83,7.0,4,0,LAM_9400_TCP,47.4,60.1,764.2,75.17,96.3,10.07,2.9,89.78,4,0,MATTSON_ASPEN2,1502.6,245.7,196.0,0.241,0,AMAT_QUANTUMX,985333220842846.0,40.27,7.06,15.37,79.98,0,MATTSON_HELIOS,1047.8,75.06,10.8,81.55,0,EBARA_FREX,4.88,61.0,202.9,87.1,144.05,13.09,2.1,7,0,NOVELLUS_INOVA,11.99,52.8,2.94,156.98,1.763,85.49,0,NOVELLUS_SABRE,19.02,24.1,7.59,116.9,1,296.4,0,TEL_TELINDY,7.71,32.1,1.82,9.56,93.2,Good,0,40.8352,79.29,0.3394,0.937,10.087,0,0
155,BATCH_007,7,Morning,DISCO_DSC1,727.4,1.02,1.5,0,AKRION_GAMMA,75.9,562.0,80.5,30.1,9,0.86,0,AVIZA_ATMOS,1008.6,61.7,4.88,104.22,4.22,2.49,6,0,AMAT_PRODUCER,738.8,225.1,103.71,520.5,79.0,2.034,0,NIKON_NSR_S620,29.88,9.9,111.8,56.0,89.19,3.4,4,0,LAM_9400_TCP,45.2,59.6,771.8,70.58,123.8,10.08,2.72,89.2,5,0,MATTSON_ASPEN2,1483.6,236.5,195.0,0.027,0,AMAT_QUANTUMX,1042456720901505.0,40.75,7.05,15.11,77.24,0,MATTSON_HELIOS,1038.6,76.66,11.7,77.1,1,EBARA_FREX,4.81,63.0,224.7,93.5,148.35,3.6,2.63,2,0,NOVELLUS_INOVA,11.99,49.8,3.34,150.64,1.907,88.05,0,NOVELLUS_SABRE,20.19,24.5,8.53,112.5,2,350.0,0,TEL_TELINDY,7.98,27.1,1.87,9.8,90.73,Good,0,40.2198,91.09,0.3401,1.073,10.162,1,1
156,BATCH_007,7,Afternoon,DISCO_DSC1,719.7,0.91,5.5,0,AKRION_GAMMA,79.5,616.0,78.2,33.4,13,0.584,0,AVIZA_ATMOS,1000.4,54.2,5.03,100.94,0.94,,7,0,AMAT_PRODUCER,770.4,200.8,96.83,493.4,72.18,2.049,1,NIKON_NSR_S620,26.66,-26.2,113.5,63.1,89.29,6.2,4,0,LAM_9400_TCP,40.6,60.5,781.7,80.33,114.0,10.01,3.2,87.75,1,0,MATTSON_ASPEN2,1449.5,240.1,188.0,0.202,0,AMAT_QUANTUMX,982701450047254.0,39.16,7.07,15.37,79.24,0,MATTSON_HELIOS,1049.3,74.35,11.1,81.09,0,EBARA_FREX,4.07,61.9,208.1,86.3,124.4,2.83,1.45,5,0,NOVELLUS_INOVA,10.49,49.3,3.15,153.99,1.636,79.5,0,NOVELLUS_SABRE,18.38,25.1,8.69,118.9,0,277.7,0,TEL_TELINDY,7.33,28.1,1.93,9.84,89.31,Good,0,41.3329,91.25,0.3389,1.043,10.081,1,0
157,BATCH_007,7,Night,DISCO_DSC1,720.0,0.8,1.8,0,AKRION_GAMMA,77.9,588.0,76.3,34.5,16,0.948,0,AVIZA_ATMOS,1010.5,58.9,5.14,100.41,0.41,2.98,6,0,AMAT_PRODUCER,754.0,240.0,94.96,536.2,83.87,2.029,0,NIKON_NSR_S620,32.0,-85.3,112.4,57.5,88.66,4.9,6,0,LAM_9400_TCP,46.8,61.4,791.5,78.69,97.9,9.95,2.07,88.87,3,0,MATTSON_ASPEN2,1434.0,284.7,179.0,0.37,0,AMAT_QUANTUMX,1012630934272681.0,40.67,6.49,15.17,80.61,0,MATTSON_HELIOS,1063.7,76.44,9.0,90.1,0,EBARA_FREX,4.67,58.1,205.8,84.1,148.36,9.33,2.0,6,0,NOVELLUS_INOVA,12.06,49.2,2.7,148.3,1.743,83.27,0,NOVELLUS_SABRE,18.94,26.1,7.69,124.5,1,331.9,0,TEL_TELINDY,8.16,26.0,2.08,11.38,90.95,Good,0,42.4707,91.99,0.3393,0.979,10.083,0,0
158,BATCH_007,7,Morning,DISCO_DSC1,728.9,0.0,4.2,0,AKRION_GAMMA,76.0,580.0,78.9,28.9,10,0.475,0,AVIZA_ATMOS,989.1,62.8,4.73,100.09,0.09,2.31,10,0,AMAT_PRODUCER,747.8,233.7,95.53,530.9,81.8,1.992,0,NIKON_NSR_S620,28.67,-38.7,109.1,57.1,86.81,6.0,5,0,LAM_9400_TCP,47.0,62.5,760.3,85.4,102.3,9.95,3.77,87.9,4,0,MATTSON_ASPEN2,1452.5,248.3,150.0,0.022,0,AMAT_QUANTUMX,1001123808249552.0,40.05,6.92,15.32,83.22,0,MATTSON_HELIOS,1060.1,74.4,10.5,87.1,0,EBARA_FREX,4.46,65.8,189.5,88.1,149.85,1.78,1.95,6,0,NOVELLUS_INOVA,12.77,50.3,3.7,148.73,1.781,83.56,0,NOVELLUS_SABRE,22.72,24.7,8.27,124.5,0,333.0,0,TEL_TELINDY,7.88,25.2,1.99,10.12,88.21,Good,0,43.8952,91.0,0.3416,0.961,10.267,0,0
159,BATCH_007,7,Morning,DISCO_DSC1,722.8,0.27,2.4,0,AKRION_GAMMA,80.5,598.0,79.6,27.5,5,0.445,0,AVIZA_ATMOS,993.4,53.9,5.25,93.46,6.54,2.63,5,0,AMAT_PRODUCER,728.0,215.8,105.52,508.8,87.35,2.015,1,NIKON_NSR_S620,33.5,-77.4,110.7,60.9,86.25,5.0,5,0,LAM_9400_TCP,52.6,67.2,723.5,87.84,97.2,9.79,2.77,87.54,3,0,MATTSON_ASPEN2,1684.1,266.5,175.0,0,0,AMAT_QUANTUMX,963088693073340.0,39.67,6.69,14.42,80.24,0,MATTSON_HELIOS,1075.8,73.98,9.7,99.29,0,EBARA_FREX,4.56,59.5,186.9,95.4,136.87,11.98,2.44,8,0,NOVELLUS_INOVA,11.64,50.4,3.36,149.77,1.89,87.72,0,NOVELLUS_SABRE,16.99,24.9,7.31,122.6,0,271.9,0,TEL_TELINDY,8.7,27.5,1.86,10.82,87.51,Good,0,50.4188,91.25,0.3379,0.892,10.157,1,0
160,BATCH_007,7,Night,DISCO_DSC1,723.3,1.31,6.8,0,AKRION_GAMMA,78.4,582.0,77.7,31.9,14,0.641,0,AVIZA_ATMOS,1001.3,66.6,4.99,104.13,4.13,2.2,4,0,AMAT_PRODUCER,731.2,234.8,106.39,476.4,86.21,2.007,1,NIKON_NSR_S620,33.87,2.0,110.6,63.0,90.62,13.8,4,0,LAM_9400_TCP,50.3,55.9,822.7,87.17,96.8,10.16,2.79,88.62,4,0,MATTSON_ASPEN2,1473.5,275.1,199.0,0.628,1,AMAT_QUANTUMX,1013634037388635.0,40.55,6.38,14.97,82.15,0,MATTSON_HELIOS,1033.2,86.81,9.1,73.37,1,EBARA_FREX,4.41,60.4,202.5,80.4,132.63,7.46,2.09,5,0,NOVELLUS_INOVA,12.17,47.8,2.32,151.0,1.753,82.64,0,NOVELLUS_SABRE,20.15,25.4,7.52,108.4,0,315.3,0,TEL_TELINDY,7.74,31.4,1.99,10.3,87.21,Good,0,35.8933,92.84,0.3401,1.012,10.097,3,1
161,BATCH_007,7,Morning,DISCO_DSC1,725.7,0.26,1.3,0,AKRION_GAMMA,78.4,599.0,77.1,31.5,8,0.465,0,AVIZA_ATMOS,987.0,62.4,5.06,98.75,1.25,2.58,5,0,AMAT_PRODUCER,776.1,275.3,102.06,539.7,79.53,2.022,0,NIKON_NSR_S620,27.87,29.8,110.2,61.0,90.29,10.5,4,0,LAM_9400_TCP,44.5,59.1,788.5,83.99,93.6,10.07,3.31,89.88,1,0,MATTSON_ASPEN2,1480.5,248.6,186.0,0.302,0,AMAT_QUANTUMX,995801115430798.0,40.63,7.05,14.69,79.28,0,MATTSON_HELIOS,1041.3,79.62,10.2,83.42,0,EBARA_FREX,4.56,57.8,188.8,92.3,145.33,9.18,1.79,5,0,NOVELLUS_INOVA,12.3,49.5,3.07,154.92,1.634,84.07,0,NOVELLUS_SABRE,16.86,26.0,7.94,119.8,0,343.4,0,TEL_TELINDY,8.68,30.2,2.07,8.73,89.45,Good,0,39.6118,95.84,0.3378,0.954,10.041,0,1
162,BATCH_007,7,Night,DISCO_DSC1,725.5,2.17,0.5,0,AKRION_GAMMA,79.2,621.0,75.8,32.7,14,0.81,0,AVIZA_ATMOS,1001.2,57.5,4.95,97.6,2.4,1.67,7,0,AMAT_PRODUCER,745.0,248.3,88.96,472.3,83.17,2.009,0,NIKON_NSR_S620,31.06,-6.6,109.1,59.3,91.2,0.7,6,0,LAM_9400_TCP,49.9,53.3,792.9,73.15,89.5,10.35,2.6,90.33,4,0,MATTSON_ASPEN2,1569.9,230.5,173.0,0.062,0,AMAT_QUANTUMX,986679151576215.0,38.44,7.04,15.08,79.88,0,MATTSON_HELIOS,1038.6,70.26,10.5,79.55,1,EBARA_FREX,4.38,65.0,191.5,87.0,139.4,0.17,1.83,6,0,NOVELLUS_INOVA,12.61,53.9,3.07,138.07,1.691,84.64,0,NOVELLUS_SABRE,19.15,24.0,8.77,120.9,0,325.4,0,TEL_TELINDY,8.17,30.1,2.08,10.19,90.69,Good,0,33.0835,91.56,0.3394,0.938,10.226,1,1
163,BATCH_007,7,Afternoon,DISCO_DSC1,722.3,0.38,2.4,0,AKRION_GAMMA,77.0,580.0,78.0,24.8,15,0.604,0,AVIZA_ATMOS,1000.7,68.8,4.61,109.14,9.14,2.77,6,1,AMAT_PRODUCER,770.9,277.3,104.17,487.6,79.91,2.07,1,NIKON_NSR_S620,27.85,-43.2,109.5,58.2,92.94,13.3,4,0,LAM_9400_TCP,46.7,58.3,772.9,81.15,122.9,10.14,4.13,89.87,1,0,MATTSON_ASPEN2,1440.4,226.4,176.0,0.093,0,AMAT_QUANTUMX,990604621653752.0,39.22,6.75,15.92,79.84,0,MATTSON_HELIOS,1061.1,72.4,10.9,93.22,0,EBARA_FREX,4.02,61.6,196.6,94.1,141.92,5.16,1.98,4,0,NOVELLUS_INOVA,12.45,52.4,2.86,147.97,1.762,86.81,0,NOVELLUS_SABRE,18.59,26.0,8.52,125.2,0,322.2,0,TEL_TELINDY,7.98,27.5,1.99,10.04,88.45,Good,0,38.6544,91.5,0.3391,1.071,9.842,2,1
